,current_week,day_of_week,visitors,encode_air_area_name
12991,24,2,78,11
12992,24,2,442,12
12993,24,2,2,13
12994,24,2,25,14
12995,24,2,79,15
12996,24,2,45,16
12997,24,2,230,17
12998,24,2,89,18
12999,24,2,75,19
13000,24,2,194,20
13001,24,2,58,21
13002,24,2,99,22
13003,24,2,62,23
13004,24,2,69,24
13005,24,2,277,25
13006,24,2,20,26
13007,24,2,104,27
13008,24,2,141,28
13009,24,2,61,29
13010,24,2,89,30
13011,24,2,93,31
13012,24,2,8,32
13013,24,2,448,33
13014,24,2,226,34
13015,24,2,638,35
13016,24,2,74,36
13017,24,2,61,37
13018,24,2,20,38
13019,24,2,42,39
13020,24,2,25,40
13021,24,2,220,41
13022,24,2,44,42
13023,24,2,149,43
13024,24,2,212,44
13025,24,2,5,45
13026,24,2,849,46
13027,24,2,64,47
13028,24,2,39,48
13029,24,2,65,49
13030,24,2,53,50
13031,24,2,498,51
13032,24,2,28,52
13033,24,2,56,53
13034,24,2,860,54
13035,24,2,19,55
13036,24,2,175,56
13037,24,2,514,57
13038,24,2,11,58
13039,24,2,260,59
13040,24,2,114,60
13041,24,2,292,61
13042,24,2,53,62
13043,24,2,40,63
13044,24,2,23,64
13045,24,2,246,65
13046,24,2,44,66
13047,24,2,79,67
13048,24,2,55,68
13049,24,2,10,69
13050,24,2,9,70
13051,24,2,13,71
13052,24,2,5,72
13053,24,2,52,73
13054,24,2,300,74
13055,24,2,30,75
13056,24,2,212,76
13057,24,2,290,77
13058,24,3,968,0
13059,24,3,296,1
13060,24,3,104,2
13061,24,3,89,3
13062,24,3,87,4
13063,24,3,49,5
13064,24,3,101,6
13065,24,3,24,7
13066,24,3,40,8
13067,24,3,28,9
13068,24,3,31,10
13069,24,3,54,11
13070,24,3,449,12
13071,24,3,7,13
13072,24,3,36,14
13073,24,3,144,15
13074,24,3,96,16
13075,24,3,268,17
13076,24,3,207,18
13077,24,3,159,19
13078,24,3,224,20
13079,24,3,51,21
13080,24,3,161,22
13081,24,3,77,23
13082,24,3,86,24
13083,24,3,287,25
13084,24,3,59,26
13085,24,3,100,27
13086,24,3,178,28
13087,24,3,56,29
13088,24,3,58,30
13089,24,3,84,31
13090,24,3,9,32
13091,24,3,430,33
13092,24,3,281,34
13093,24,3,606,35
13094,24,3,87,36
13095,24,3,16,37
13096,24,3,35,38
13097,24,3,34,39
13098,24,3,42,40
13099,24,3,195,41
13100,24,3,30,42
13101,24,3,289,43
13102,24,3,225,44
13103,24,3,9,45
13104,24,3,1051,46
13105,24,3,41,47
13106,24,3,45,48
13107,24,3,64,49
13108,24,3,55,50
13109,24,3,403,51
13110,24,3,7,52
13111,24,3,76,53
13112,24,3,928,54
13113,24,3,27,55
13114,24,3,168,56
13115,24,3,574,57
13116,24,3,63,58
13117,24,3,281,59
13118,24,3,110,60
13119,24,3,272,61
13120,24,3,51,62
13121,24,3,43,63
13122,24,3,50,64
13123,24,3,303,65
13124,24,3,30,66
13125,24,3,85,67
13126,24,3,70,68
13127,24,3,11,69
13128,24,3,6,70
13129,24,3,27,71
13130,24,3,47,73
13131,24,3,355,74
13132,24,3,33,75
13133,24,3,132,76
13134,24,3,483,77
13135,25,5,1211,0
13136,25,5,445,1
13137,25,5,106,2
13138,25,5,108,3
13139,25,5,98,4
13140,25,5,121,5
13141,25,5,86,6
13142,25,5,148,7
13143,25,5,110,8
13144,25,5,90,9
13145,25,5,55,10
13146,25,5,78,11
13147,25,5,537,12
13148,25,5,23,13
13149,25,5,68,14
13150,25,5,257,15
13151,25,5,84,16
13152,25,5,369,17
13153,25,5,178,18
13154,25,5,284,19
13155,25,5,349,20
13156,25,5,98,21
13157,25,5,147,22
13158,25,5,188,23
13159,25,5,115,24
13160,25,5,458,25
13161,25,5,67,26
13162,25,5,185,27
13163,25,5,212,28
13164,25,5,63,29
13165,25,5,104,30
13166,25,5,98,31
13167,25,5,5,32
13168,25,5,591,33
13169,25,5,309,34
13170,25,5,708,35
13171,25,5,87,36
13172,25,5,84,37
13173,25,5,33,38
13174,25,5,30,39
13175,25,5,43,40
13176,25,5,296,41
13177,25,5,68,42
13178,25,5,371,43
13179,25,5,229,44
13180,25,5,31,45
13181,25,5,1223,46
13182,25,5,56,47
13183,25,5,50,48
13184,25,5,89,49
13185,25,5,65,50
13186,25,5,467,51
13187,25,5,21,52
13188,25,5,11,53
13189,25,5,1029,54
13190,25,5,14,55
13191,25,5,140,56
13192,25,5,708,57
13193,25,5,50,58
13194,25,5,353,59
13195,25,5,174,60
13196,25,5,290,61
13197,25,5,31,62
13198,25,5,82,63
13199,25,5,22,64
13200,25,5,334,65
13201,25,5,52,66
13202,25,5,74,67
13203,25,5,66,68
13204,25,5,34,69
13205,25,5,7,70
13206,25,5,10,71
13207,25,5,39,72
13208,25,5,59,73
13209,25,5,473,74
13210,25,5,40,75
13211,25,5,245,76
13212,25,5,481,77
13213,25,1,1711,0
13214,25,1,452,1
13215,25,1,158,2
13216,25,1,114,3
13217,25,1,174,4
13218,25,1,144,5
13219,25,1,310,6
13220,25,1,95,7
13221,25,1,98,8
13222,25,1,48,9
13223,25,1,30,10
13224,25,1,114,11
13225,25,1,509,12
13226,25,1,11,13
13227,25,1,39,14
13228,25,1,391,15
13229,25,1,20,16
13230,25,1,462,17
13231,25,1,261,18
13232,25,1,379,19
13233,25,1,437,20
13234,25,1,40,21
13235,25,1,260,22
13236,25,1,251,23
13237,25,1,189,24
13238,25,1,331,25
13239,25,1,72,26
13240,25,1,114,27
13241,25,1,386,28
13242,25,1,50,29
13243,25,1,72,30
13244,25,1,145,31
13245,25,1,329,33
13246,25,1,234,34
13247,25,1,653,35
13248,25,1,143,36
13249,25,1,80,37
13250,25,1,17,38
13251,25,1,45,39
13252,25,1,80,40
13253,25,1,301,41
13254,25,1,94,42
13255,25,1,536,43
13256,25,1,169,44
13257,25,1,21,45
13258,25,1,751,46
13259,25,1,129,47
13260,25,1,133,48
13261,25,1,206,49
13262,25,1,102,50
13263,25,1,854,51
13264,25,1,36,52
13265,25,1,54,53
13266,25,1,1690,54
13267,25,1,12,55
13268,25,1,138,56
13269,25,1,853,57
13270,25,1,76,58
13271,25,1,540,59
13272,25,1,317,60
13273,25,1,417,61
13274,25,1,97,62
13275,25,1,103,63
13276,25,1,18,64
13277,25,1,502,65
13278,25,1,90,66
13279,25,1,107,67
13280,25,1,93,68
13281,25,1,33,69
13282,25,1,17,70
13283,25,1,124,72
13284,25,1,54,73
13285,25,1,596,74
13286,25,1,39,75
13287,25,1,490,76
13288,25,1,744,77
13289,25,6,1480,0
13290,25,6,354,1
13291,25,6,142,2
13292,25,6,63,3
13293,25,6,169,4
13294,25,6,100,5
13295,25,6,148,6
13296,25,6,107,7
13297,25,6,191,8
13298,25,6,103,9
13299,25,6,43,10
13300,25,6,144,11
13301,25,6,480,12
13302,25,6,41,13
13303,25,6,71,14
13304,25,6,262,15
13305,25,6,95,16
13306,25,6,475,17
13307,25,6,262,18
13308,25,6,305,19
13309,25,6,441,20
13310,25,6,54,21
13311,25,6,181,22
13312,25,6,206,23
13313,25,6,132,24
13314,25,6,403,25
13315,25,6,107,26
13316,25,6,268,27
13317,25,6,348,28
13318,25,6,85,29
13319,25,6,141,30
13320,25,6,156,31
13321,25,6,5,32
13322,25,6,216,33
13323,25,6,293,34
13324,25,6,634,35
13325,25,6,117,36
13326,25,6,59,37
13327,25,6,47,38
13328,25,6,62,39
13329,25,6,63,40
13330,25,6,233,41
13331,25,6,103,42
13332,25,6,488,43
13333,25,6,189,44
13334,25,6,43,45
13335,25,6,698,46
13336,25,6,78,47
13337,25,6,59,48
13338,25,6,143,49
13339,25,6,84,50
13340,25,6,715,51
13341,25,6,36,52
13342,25,6,60,53
13343,25,6,1190,54
13344,25,6,34,55
13345,25,6,97,56
13346,25,6,862,57
13347,25,6,61,58
13348,25,6,513,59
13349,25,6,161,60
13350,25,6,440,61
13351,25,6,60,62
13352,25,6,111,63
13353,25,6,41,64
13354,25,6,393,65
13355,25,6,53,66
13356,25,6,92,67
13357,25,6,41,68
13358,25,6,41,69
13359,25,6,16,70
13360,25,6,16,71
13361,25,6,81,72
13362,25,6,63,73
13363,25,6,555,74
13364,25,6,41,75
13365,25,6,281,76
13366,25,6,614,77
13367,25,7,1316,0
13368,25,7,283,1
13369,25,7,87,2
13370,25,7,46,3
13371,25,7,136,4
13372,25,7,108,5
13373,25,7,291,6
13374,25,7,148,7
13375,25,7,94,8
13376,25,7,80,9
13377,25,7,41,10
13378,25,7,136,11
13379,25,7,434,12
13380,25,7,18,13
13381,25,7,48,14
13382,25,7,396,15
13383,25,7,81,16
13384,25,7,461,17
13385,25,7,310,18
13386,25,7,333,19
13387,25,7,354,20
13388,25,7,66,21
13389,25,7,189,22
13390,25,7,214,23
13391,25,7,91,24
13392,25,7,279,25
13393,25,7,89,26
13394,25,7,177,27
13395,25,7,347,28
13396,25,7,71,29
13397,25,7,128,30
13398,25,7,99,31
13399,25,7,9,32
13400,25,7,84,33
13401,25,7,153,34
13402,25,7,406,35
13403,25,7,98,36
13404,25,7,92,37
13405,25,7,42,38
13406,25,7,33,39
13407,25,7,63,40
13408,25,7,195,41
13409,25,7,90,42
13410,25,7,458,43
13411,25,7,22,44
13412,25,7,37,45
13413,25,7,310,46
13414,25,7,64,47
13415,25,7,38,48
13416,25,7,144,49
13417,25,7,83,50
13418,25,7,697,51
13419,25,7,26,52
13420,25,7,56,53
13421,25,7,1105,54
13422,25,7,3,55
13423,25,7,14,56
13424,25,7,621,57
13425,25,7,30,58
13426,25,7,433,59
13427,25,7,146,60
13428,25,7,397,61
13429,25,7,15,62
13430,25,7,84,63
13431,25,7,40,64
13432,25,7,267,65
13433,25,7,34,66
13434,25,7,80,67
13435,25,7,22,68
13436,25,7,14,69
13437,25,7,8,70
13438,25,7,25,71
13439,25,7,93,72
13440,25,7,62,73
13441,25,7,498,74
13442,25,7,32,75
13443,25,7,311,76
13444,25,7,573,77
13445,25,4,1001,0
13446,25,4,332,1
13447,25,4,148,2
13448,25,4,105,3
13449,25,4,52,4
13450,25,4,45,5
13451,25,4,89,6
13452,25,4,31,7
13453,25,4,73,8
13454,25,4,73,9
13455,25,4,48,10
13456,25,4,20,11
13457,25,4,351,12
13458,25,4,7,13
13459,25,4,71,14
13460,25,4,175,15
13461,25,4,77,16
13462,25,4,281,17
13463,25,4,145,18
13464,25,4,149,19
13465,25,4,173,20
13466,25,4,81,21
13467,25,4,126,22
13468,25,4,137,23
13469,25,4,93,24
13470,25,4,283,25
13471,25,4,27,26
13472,25,4,72,27
13473,25,4,142,28
13474,25,4,77,29
13475,25,4,60,30
13476,25,4,46,31
13477,25,4,5,32
13478,25,4,432,33
13479,25,4,295,34
13480,25,4,624,35
13481,25,4,61,36
13482,25,4,18,37
13483,25,4,22,38
13484,25,4,27,39
13485,25,4,41,40
13486,25,4,243,41
13487,25,4,9,42
13488,25,4,424,43
13489,25,4,240,44
13490,25,4,7,45
13491,25,4,948,46
13492,25,4,87,47
13493,25,4,64,48
13494,25,4,98,49
13495,25,4,51,50
13496,25,4,415,51
13497,25,4,19,52
13498,25,4,6,53
13499,25,4,972,54
13500,25,4,12,55
13501,25,4,127,56
13502,25,4,541,57
13503,25,4,53,58
13504,25,4,240,59
13505,25,4,138,60
13506,25,4,325,61
13507,25,4,42,62
13508,25,4,39,63
13509,25,4,29,64
13510,25,4,260,65
13511,25,4,33,66
13512,25,4,70,67
13513,25,4,45,68
13514,25,4,31,69
13515,25,4,16,70
13516,25,4,17,71
13517,25,4,13,72
13518,25,4,63,73
13519,25,4,354,74
13520,25,4,42,75
13521,25,4,241,76
13522,25,4,315,77
13523,25,2,869,0
13524,25,2,183,1
13525,25,2,99,2
13526,25,2,81,3
13527,25,2,33,4
13528,25,2,56,5
13529,25,2,45,6
13530,25,2,41,7
13531,25,2,67,8
13532,25,2,39,9
13533,25,2,12,10
13534,25,2,91,11
13535,25,2,415,12
13536,25,2,7,13
13537,25,2,27,14
13538,25,2,159,15
13539,25,2,48,16
13540,25,2,259,17
13541,25,2,67,18
13542,25,2,154,19
13543,25,2,199,20
13544,25,2,77,21
13545,25,2,144,22
13546,25,2,51,23
13547,25,2,77,24
13548,25,2,304,25
13549,25,2,21,26
13550,25,2,63,27
13551,25,2,160,28
13552,25,2,45,29
13553,25,2,63,30
13554,25,2,95,31
13555,25,2,7,32
13556,25,2,431,33
13557,25,2,287,34
13558,25,2,614,35
13559,25,2,63,36
13560,25,2,38,37
13561,25,2,22,38
13562,25,2,32,39
13563,25,2,49,40
13564,25,2,233,41
13565,25,2,58,42
13566,25,2,239,43
13567,25,2,159,44
13568,25,2,7,45
13569,25,2,795,46
13570,25,2,59,47
13571,25,2,30,48
13572,25,2,48,49
13573,25,2,58,50
13574,25,2,546,51
13575,25,2,18,52
13576,25,2,15,53
13577,25,2,909,54
13578,25,2,14,55
13579,25,2,196,56
13580,25,2,514,57
13581,25,2,41,58
13582,25,2,267,59
13583,25,2,209,60
13584,25,2,289,61
13585,25,2,37,62
13586,25,2,74,63
13587,25,2,38,64
13588,25,2,295,65
13589,25,2,31,66
13590,25,2,82,67
13591,25,2,62,68
13592,25,2,26,69
13593,25,2,7,70
13594,25,2,14,71
13595,25,2,6,72
13596,25,2,55,73
13597,25,2,371,74
13598,25,2,28,75
13599,25,2,198,76
13600,25,2,275,77
13601,25,3,906,0
13602,25,3,274,1
13603,25,3,79,2
13604,25,3,70,3
13605,25,3,103,4
13606,25,3,68,5
13607,25,3,37,6
13608,25,3,65,7
13609,25,3,83,8
13610,25,3,49,9
13611,25,3,36,10
13612,25,3,56,11
13613,25,3,397,12
13614,25,3,6,13
13615,25,3,29,14
13616,25,3,83,15
13617,25,3,93,16
13618,25,3,232,17
13619,25,3,98,18
13620,25,3,172,19
13621,25,3,189,20
13622,25,3,63,21
13623,25,3,126,22
13624,25,3,49,23
13625,25,3,109,24
13626,25,3,340,25
13627,25,3,35,26
13628,25,3,115,27
13629,25,3,146,28
13630,25,3,52,29
13631,25,3,47,30
13632,25,3,79,31
13633,25,3,6,32
13634,25,3,455,33
13635,25,3,225,34
13636,25,3,635,35
13637,25,3,86,36
13638,25,3,31,37
13639,25,3,30,38
13640,25,3,21,39
13641,25,3,48,40
13642,25,3,206,41
13643,25,3,31,42
13644,25,3,271,43
13645,25,3,198,44
13646,25,3,4,45
13647,25,3,909,46
13648,25,3,48,47
13649,25,3,40,48
13650,25,3,56,49
13651,25,3,44,50
13652,25,3,324,51
13653,25,3,41,52
13654,25,3,31,53
13655,25,3,838,54
13656,25,3,25,55
13657,25,3,141,56
13658,25,3,493,57
13659,25,3,45,58
13660,25,3,267,59
13661,25,3,133,60
13662,25,3,335,61
13663,25,3,37,62
13664,25,3,58,63
13665,25,3,28,64
13666,25,3,257,65
13667,25,3,38,66
13668,25,3,88,67
13669,25,3,54,68
13670,25,3,20,69
13671,25,3,12,70
13672,25,3,23,71
13673,25,3,4,72
13674,25,3,47,73
13675,25,3,314,74
13676,25,3,23,75
13677,25,3,122,76
13678,25,3,377,77
13679,26,5,1132,0
13680,26,5,428,1
13681,26,5,152,2
13682,26,5,127,3
13683,26,5,97,4
13684,26,5,90,5
13685,26,5,72,6
13686,26,5,143,7
13687,26,5,164,8
13688,26,5,77,9
13689,26,5,58,10
13690,26,5,133,11
13691,26,5,581,12
13692,26,5,5,13
13693,26,5,45,14
13694,26,5,352,15
13695,26,5,70,16
13696,26,5,373,17
13697,26,5,215,18
13698,26,5,273,19
13699,26,5,344,20
13700,26,5,61,21
13701,26,5,138,22
13702,26,5,141,23
13703,26,5,84,24
13704,26,5,402,25
13705,26,5,75,26
13706,26,5,149,27
13707,26,5,240,28
13708,26,5,65,29
13709,26,5,88,30
13710,26,5,108,31
13711,26,5,7,32
13712,26,5,649,33
13713,26,5,294,34
13714,26,5,713,35
13715,26,5,106,36
13716,26,5,59,37
13717,26,5,26,38
13718,26,5,41,39
13719,26,5,48,40
13720,26,5,332,41
13721,26,5,63,42
13722,26,5,321,43
13723,26,5,242,44
13724,26,5,7,45
13725,26,5,1120,46
13726,26,5,38,47
13727,26,5,74,48
13728,26,5,109,49
13729,26,5,47,50
13730,26,5,470,51
13731,26,5,48,52
13732,26,5,17,53
13733,26,5,1176,54
13734,26,5,19,55
13735,26,5,175,56
13736,26,5,784,57
13737,26,5,71,58
13738,26,5,264,59
13739,26,5,169,60
13740,26,5,341,61
13741,26,5,50,62
13742,26,5,73,63
13743,26,5,33,64
13744,26,5,339,65
13745,26,5,41,66
13746,26,5,64,67
13747,26,5,60,68
13748,26,5,37,69
13749,26,5,11,70
13750,26,5,2,71
13751,26,5,13,72
13752,26,5,58,73
13753,26,5,458,74
13754,26,5,26,75
13755,26,5,276,76
13756,26,5,523,77
13757,26,1,1840,0
13758,26,1,430,1
13759,26,1,177,2
13760,26,1,98,3
13761,26,1,132,4
13762,26,1,123,5
13763,26,1,328,6
13764,26,1,127,7
13765,26,1,143,8
13766,26,1,45,9
13767,26,1,29,10
13768,26,1,122,11
13769,26,1,581,12
13770,26,1,7,13
13771,26,1,26,14
13772,26,1,359,15
13773,26,1,14,16
13774,26,1,474,17
13775,26,1,297,18
13776,26,1,373,19
13777,26,1,466,20
13778,26,1,58,21
13779,26,1,232,22
13780,26,1,286,23
13781,26,1,184,24
13782,26,1,321,25
13783,26,1,78,26
13784,26,1,112,27
13785,26,1,386,28
13786,26,1,50,29
13787,26,1,74,30
13788,26,1,140,31
13789,26,1,436,33
13790,26,1,278,34
13791,26,1,715,35
13792,26,1,142,36
13793,26,1,63,37
13794,26,1,24,38
13795,26,1,46,39
13796,26,1,76,40
13797,26,1,268,41
13798,26,1,91,42
13799,26,1,681,43
13800,26,1,191,44
13801,26,1,27,45
13802,26,1,711,46
13803,26,1,97,47
13804,26,1,128,48
13805,26,1,204,49
13806,26,1,90,50
13807,26,1,830,51
13808,26,1,36,52
13809,26,1,60,53
13810,26,1,1681,54
13811,26,1,14,55
13812,26,1,129,56
13813,26,1,865,57
13814,26,1,73,58
13815,26,1,559,59
13816,26,1,285,60
13817,26,1,492,61
13818,26,1,88,62
13819,26,1,112,63
13820,26,1,18,64
13821,26,1,507,65
13822,26,1,88,66
13823,26,1,89,67
13824,26,1,95,68
13825,26,1,28,69
13826,26,1,15,70
13827,26,1,113,72
13828,26,1,54,73
13829,26,1,539,74
13830,26,1,69,75
13831,26,1,453,76
13832,26,1,727,77
13833,26,6,1450,0
13834,26,6,363,1
13835,26,6,149,2
13836,26,6,101,3
13837,26,6,152,4
13838,26,6,110,5
13839,26,6,147,6
13840,26,6,148,7
13841,26,6,138,8
13842,26,6,78,9
13843,26,6,34,10
13844,26,6,146,11
13845,26,6,629,12
13846,26,6,11,13
13847,26,6,54,14
13848,26,6,341,15
13849,26,6,155,16
13850,26,6,412,17
13851,26,6,224,18
13852,26,6,382,19
13853,26,6,358,20
13854,26,6,73,21
13855,26,6,187,22
13856,26,6,206,23
13857,26,6,141,24
13858,26,6,426,25
13859,26,6,68,26
13860,26,6,232,27
13861,26,6,397,28
13862,26,6,91,29
13863,26,6,97,30
13864,26,6,130,31
13865,26,6,4,32
13866,26,6,287,33
13867,26,6,180,34
13868,26,6,549,35
13869,26,6,126,36
13870,26,6,90,37
13871,26,6,52,38
13872,26,6,30,39
13873,26,6,40,40
13874,26,6,234,41
13875,26,6,94,42
13876,26,6,460,43
13877,26,6,124,44
13878,26,6,25,45
13879,26,6,806,46
13880,26,6,75,47
13881,26,6,115,48
13882,26,6,127,49
13883,26,6,97,50
13884,26,6,674,51
13885,26,6,44,52
13886,26,6,40,53
13887,26,6,1288,54
13888,26,6,16,55
13889,26,6,78,56
13890,26,6,807,57
13891,26,6,56,58
13892,26,6,472,59
13893,26,6,126,60
13894,26,6,458,61
13895,26,6,62,62
13896,26,6,105,63
13897,26,6,40,64
13898,26,6,367,65
13899,26,6,57,66
13900,26,6,99,67
13901,26,6,30,68
13902,26,6,27,69
13903,26,6,8,70
13904,26,6,15,71
13905,26,6,45,72
13906,26,6,72,73
13907,26,6,420,74
13908,26,6,42,75
13909,26,6,343,76
13910,26,6,625,77
13911,26,7,1041,0
13912,26,7,175,1
13913,26,7,75,2
13914,26,7,52,3
13915,26,7,178,4
13916,26,7,80,5
13917,26,7,221,6
13918,26,7,47,7
13919,26,7,40,8
13920,26,7,52,9
13921,26,7,41,10
13922,26,7,83,11
13923,26,7,257,12
13924,26,7,6,13
13925,26,7,54,14
13926,26,7,293,15
13927,26,7,87,16
13928,26,7,302,17
13929,26,7,226,18
13930,26,7,254,19
13931,26,7,263,20
13932,26,7,33,21
13933,26,7,158,22
13934,26,7,214,23
13935,26,7,98,24
13936,26,7,118,25
13937,26,7,53,26
13938,26,7,102,27
13939,26,7,300,28
13940,26,7,53,29
13941,26,7,111,30
13942,26,7,90,31
13943,26,7,5,32
13944,26,7,95,33
13945,26,7,116,34
13946,26,7,295,35
13947,26,7,77,36
13948,26,7,55,37
13949,26,7,45,38
13950,26,7,36,39
13951,26,7,41,40
13952,26,7,182,41
13953,26,7,61,42
13954,26,7,297,43
13955,26,7,40,44
13956,26,7,34,45
13957,26,7,213,46
13958,26,7,111,47
13959,26,7,79,48
13960,26,7,153,49
13961,26,7,36,50
13962,26,7,588,51
13963,26,7,30,52
13964,26,7,55,53
13965,26,7,944,54
13966,26,7,3,55
13967,26,7,19,56
13968,26,7,445,57
13969,26,7,28,58
13970,26,7,459,59
13971,26,7,141,60
13972,26,7,349,61
13973,26,7,15,62
13974,26,7,78,63
13975,26,7,45,64
13976,26,7,249,65
13977,26,7,57,66
13978,26,7,46,67
13979,26,7,86,68
13980,26,7,13,69
13981,26,7,16,70
13982,26,7,2,71
13983,26,7,77,72
13984,26,7,63,73
13985,26,7,452,74
13986,26,7,47,75
13987,26,7,296,76
13988,26,7,422,77
13989,26,4,1140,0
13990,26,4,241,1
13991,26,4,90,2
13992,26,4,90,3
13993,26,4,57,4
13994,26,4,69,5
13995,26,4,79,6
13996,26,4,22,7
13997,26,4,39,8
13998,26,4,100,9
13999,26,4,42,10
14000,26,4,42,11
14001,26,4,451,12
14002,26,4,88,14
14003,26,4,160,15
14004,26,4,68,16
14005,26,4,332,17
14006,26,4,76,18
14007,26,4,171,19
14008,26,4,252,20
14009,26,4,69,21
14010,26,4,103,22
14011,26,4,136,23
14012,26,4,49,24
14013,26,4,320,25
14014,26,4,24,26
14015,26,4,120,27
14016,26,4,103,28
14017,26,4,71,29
14018,26,4,68,30
14019,26,4,53,31
14020,26,4,2,32
14021,26,4,453,33
14022,26,4,298,34
14023,26,4,521,35
14024,26,4,78,36
14025,26,4,49,37
14026,26,4,21,38
14027,26,4,31,39
14028,26,4,24,40
14029,26,4,186,41
14030,26,4,38,42
14031,26,4,311,43
14032,26,4,222,44
14033,26,4,6,45
14034,26,4,854,46
14035,26,4,40,47
14036,26,4,43,48
14037,26,4,61,49
14038,26,4,59,50
14039,26,4,383,51
14040,26,4,20,52
14041,26,4,17,53
14042,26,4,1000,54
14043,26,4,16,55
14044,26,4,110,56
14045,26,4,648,57
14046,26,4,36,58
14047,26,4,235,59
14048,26,4,237,60
14049,26,4,294,61
14050,26,4,25,62
14051,26,4,35,63
14052,26,4,29,64
14053,26,4,246,65
14054,26,4,41,66
14055,26,4,80,67
14056,26,4,31,68
14057,26,4,19,69
14058,26,4,15,70
14059,26,4,10,71
14060,26,4,40,72
14061,26,4,54,73
14062,26,4,357,74
14063,26,4,47,75
14064,26,4,263,76
14065,26,4,398,77
14066,26,2,942,0
14067,26,2,210,1
14068,26,2,120,2
14069,26,2,88,3
14070,26,2,41,4
14071,26,2,69,5
14072,26,2,43,6
14073,26,2,39,7
14074,26,2,64,8
14075,26,2,14,9
14076,26,2,31,10
14077,26,2,61,11
14078,26,2,391,12
14079,26,2,17,14
14080,26,2,106,15
14081,26,2,29,16
14082,26,2,206,17
14083,26,2,147,18
14084,26,2,75,19
14085,26,2,115,20
14086,26,2,81,21
14087,26,2,169,22
14088,26,2,72,23
14089,26,2,98,24
14090,26,2,236,25
14091,26,2,37,26
14092,26,2,38,27
14093,26,2,123,28
14094,26,2,15,29
14095,26,2,14,30
14096,26,2,69,31
14097,26,2,6,32
14098,26,2,354,33
14099,26,2,225,34
14100,26,2,482,35
14101,26,2,65,36
14102,26,2,35,37
14103,26,2,18,38
14104,26,2,32,39
14105,26,2,20,40
14106,26,2,122,41
14107,26,2,36,42
14108,26,2,274,43
14109,26,2,112,44
14110,26,2,10,45
14111,26,2,785,46
14112,26,2,47,47
14113,26,2,48,48
14114,26,2,43,49
14115,26,2,52,50
14116,26,2,387,51
14117,26,2,17,52
14118,26,2,12,53
14119,26,2,844,54
14120,26,2,4,55
14121,26,2,126,56
14122,26,2,524,57
14123,26,2,62,58
14124,26,2,213,59
14125,26,2,109,60
14126,26,2,253,61
14127,26,2,47,62
14128,26,2,55,63
14129,26,2,1,64
14130,26,2,209,65
14131,26,2,35,66
14132,26,2,76,67
14133,26,2,52,68
14134,26,2,26,69
14135,26,2,4,70
14136,26,2,6,71
14137,26,2,3,72
14138,26,2,26,73
14139,26,2,348,74
14140,26,2,37,75
14141,26,2,221,76
14142,26,2,333,77
14143,26,3,1047,0
14144,26,3,353,1
14145,26,3,115,2
14146,26,3,79,3
14147,26,3,57,4
14148,26,3,92,5
14149,26,3,87,6
14150,26,3,69,7
14151,26,3,88,8
14152,26,3,27,9
14153,26,3,20,10
14154,26,3,45,11
14155,26,3,406,12
14156,26,3,58,14
14157,26,3,148,15
14158,26,3,51,16
14159,26,3,242,17
14160,26,3,128,18
14161,26,3,126,19
14162,26,3,147,20
14163,26,3,72,21
14164,26,3,166,22
14165,26,3,65,23
14166,26,3,86,24
14167,26,3,290,25
14168,26,3,25,26
14169,26,3,133,27
14170,26,3,173,28
14171,26,3,14,29
14172,26,3,57,30
14173,26,3,84,31
14174,26,3,3,32
14175,26,3,455,33
14176,26,3,240,34
14177,26,3,641,35
14178,26,3,90,36
14179,26,3,30,37
14180,26,3,21,38
14181,26,3,20,39
14182,26,3,35,40
14183,26,3,156,41
14184,26,3,31,42
14185,26,3,256,43
14186,26,3,210,44
14187,26,3,11,45
14188,26,3,888,46
14189,26,3,32,47
14190,26,3,64,48
14191,26,3,58,49
14192,26,3,52,50
14193,26,3,363,51
14194,26,3,24,52
14195,26,3,17,53
14196,26,3,903,54
14197,26,3,19,55
14198,26,3,140,56
14199,26,3,473,57
14200,26,3,45,58
14201,26,3,274,59
14202,26,3,125,60
14203,26,3,261,61
14204,26,3,54,62
14205,26,3,52,63
14206,26,3,30,64
14207,26,3,303,65
14208,26,3,26,66
14209,26,3,60,67
14210,26,3,63,68
14211,26,3,13,69
14212,26,3,16,70
14213,26,3,1,71
14214,26,3,5,72
14215,26,3,60,73
14216,26,3,380,74
14217,26,3,19,75
14218,26,3,163,76
14219,26,3,352,77
14220,27,5,1221,0
14221,27,5,428,1
14222,27,5,173,2
14223,27,5,99,3
14224,27,5,78,4
14225,27,5,111,5
14226,27,5,105,6
14227,27,5,114,7
14228,27,5,101,8
14229,27,5,51,9
14230,27,5,41,10
14231,27,5,118,11
14232,27,5,528,12
14233,27,5,29,13
14234,27,5,45,14
14235,27,5,313,15
14236,27,5,97,16
14237,27,5,367,17
14238,27,5,198,18
14239,27,5,275,19
14240,27,5,346,20
14241,27,5,79,21
14242,27,5,146,22
14243,27,5,146,23
14244,27,5,75,24
14245,27,5,402,25
14246,27,5,103,26
14247,27,5,206,27
14248,27,5,262,28
14249,27,5,26,29
14250,27,5,92,30
14251,27,5,104,31
14252,27,5,9,32
14253,27,5,627,33
14254,27,5,354,34
14255,27,5,750,35
14256,27,5,84,36
14257,27,5,73,37
14258,27,5,11,38
