,air_area_name,encode_air_area_name
16327,Tōkyō-to Chūō-ku Ginza,34
16328,Tōkyō-to Chūō-ku Tsukiji,35
16329,Tōkyō-to Itabashi-ku Itabashi,36
16330,Tōkyō-to Katsushika-ku Tateishi,37
16331,Tōkyō-to Kita-ku Ōjihonchō,38
16332,Tōkyō-to Koganei-shi Honchō,39
16333,Tōkyō-to Kōtō-ku Kameido,40
16334,Tōkyō-to Kōtō-ku Tōyō,41
16335,Tōkyō-to Machida-shi Morino,42
16336,Tōkyō-to Meguro-ku Kamimeguro,43
16337,Tōkyō-to Minato-ku Akasaka,44
16338,Tōkyō-to Minato-ku Roppongi,45
16339,Tōkyō-to Minato-ku Shibakōen,46
16340,Tōkyō-to Nakano-ku Nakano,47
16341,Tōkyō-to Nerima-ku Toyotamakita,48
16342,Tōkyō-to Setagaya-ku Okusawa,49
16343,Tōkyō-to Setagaya-ku Sangenjaya,50
16344,Tōkyō-to Setagaya-ku Setagaya,51
16345,Tōkyō-to Shibuya-ku Dōgenzaka,52
16346,Tōkyō-to Shibuya-ku Jingūmae,53
16347,Tōkyō-to Shibuya-ku Shibuya,54
16348,Tōkyō-to Shinagawa-ku Higashigotanda,55
16349,Tōkyō-to Shinagawa-ku Hiromachi,56
16350,Tōkyō-to Shinjuku-ku Kabukichō,57
16351,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16352,Tōkyō-to Suginami-ku Asagayaminami,59
16353,Tōkyō-to Tachikawa-shi Izumichō,60
16354,Tōkyō-to Taitō-ku Higashiueno,61
16355,Tōkyō-to Taitō-ku Kuramae,62
16356,Tōkyō-to Toshima-ku Higashiikebukuro,63
16357,Tōkyō-to Toshima-ku Mejiro,64
16358,Tōkyō-to Toshima-ku Minamiikebukuro,65
16359,Tōkyō-to Toshima-ku Nishiikebukuro,66
16360,Tōkyō-to Ōta-ku Kamata,67
16361,Tōkyō-to Ōta-ku Kamiikedai,68
16362,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16363,Ōsaka-fu Neyagawa-shi Honmachi,70
16364,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16365,Ōsaka-fu Ōsaka-shi Fuminosato,72
16366,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16367,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16368,Ōsaka-fu Ōsaka-shi Nakanochō,75
16369,Ōsaka-fu Ōsaka-shi Shinmachi,76
16370,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16371,Fukuoka-ken Fukuoka-shi Daimyō,0
16372,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16373,Fukuoka-ken Fukuoka-shi Momochi,2
16374,Fukuoka-ken Fukuoka-shi Shiobaru,3
16375,Fukuoka-ken Fukuoka-shi Takatori,4
16376,Fukuoka-ken Fukuoka-shi Torikai,5
16377,Fukuoka-ken Itoshima-shi Maebarunishi,6
16378,Fukuoka-ken Kitakyūshū-shi None,7
16379,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16380,Fukuoka-ken Kurume-shi Jōnanmachi,9
16381,Fukuoka-ken Yame-shi Motomachi,10
16382,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16383,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16384,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16385,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16386,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16387,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16388,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16389,Hyōgo-ken Himeji-shi Yasuda,18
16390,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16391,Hyōgo-ken Kōbe-shi Kumoidōri,20
16392,Hyōgo-ken Kōbe-shi Motomachidōri,21
16393,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16394,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16395,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16396,Miyagi-ken Sendai-shi Kamisugi,25
16397,Niigata-ken Nagaoka-shi Ōtedōri,26
16398,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16399,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16400,Shizuoka-ken Numazu-shi Miyukichō,29
16401,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16402,Tōkyō-to Bunkyō-ku Kasuga,31
16403,Tōkyō-to Bunkyō-ku Sendagi,32
16404,Tōkyō-to Chiyoda-ku Kudanminami,33
16405,Tōkyō-to Chūō-ku Ginza,34
16406,Tōkyō-to Chūō-ku Tsukiji,35
16407,Tōkyō-to Itabashi-ku Itabashi,36
16408,Tōkyō-to Katsushika-ku Tateishi,37
16409,Tōkyō-to Kita-ku Ōjihonchō,38
16410,Tōkyō-to Koganei-shi Honchō,39
16411,Tōkyō-to Kōtō-ku Kameido,40
16412,Tōkyō-to Kōtō-ku Tōyō,41
16413,Tōkyō-to Machida-shi Morino,42
16414,Tōkyō-to Meguro-ku Kamimeguro,43
16415,Tōkyō-to Minato-ku Akasaka,44
16416,Tōkyō-to Minato-ku Roppongi,45
16417,Tōkyō-to Minato-ku Shibakōen,46
16418,Tōkyō-to Nakano-ku Nakano,47
16419,Tōkyō-to Nerima-ku Toyotamakita,48
16420,Tōkyō-to Setagaya-ku Okusawa,49
16421,Tōkyō-to Setagaya-ku Sangenjaya,50
16422,Tōkyō-to Setagaya-ku Setagaya,51
16423,Tōkyō-to Shibuya-ku Dōgenzaka,52
16424,Tōkyō-to Shibuya-ku Jingūmae,53
16425,Tōkyō-to Shibuya-ku Shibuya,54
16426,Tōkyō-to Shinagawa-ku Higashigotanda,55
16427,Tōkyō-to Shinagawa-ku Hiromachi,56
16428,Tōkyō-to Shinjuku-ku Kabukichō,57
16429,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16430,Tōkyō-to Suginami-ku Asagayaminami,59
16431,Tōkyō-to Tachikawa-shi Izumichō,60
16432,Tōkyō-to Taitō-ku Higashiueno,61
16433,Tōkyō-to Taitō-ku Kuramae,62
16434,Tōkyō-to Toshima-ku Higashiikebukuro,63
16435,Tōkyō-to Toshima-ku Mejiro,64
16436,Tōkyō-to Toshima-ku Minamiikebukuro,65
16437,Tōkyō-to Toshima-ku Nishiikebukuro,66
16438,Tōkyō-to Ōta-ku Kamata,67
16439,Tōkyō-to Ōta-ku Kamiikedai,68
16440,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16441,Ōsaka-fu Neyagawa-shi Honmachi,70
16442,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16443,Ōsaka-fu Ōsaka-shi Fuminosato,72
16444,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16445,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16446,Ōsaka-fu Ōsaka-shi Nakanochō,75
16447,Ōsaka-fu Ōsaka-shi Shinmachi,76
16448,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16449,Fukuoka-ken Fukuoka-shi Daimyō,0
16450,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16451,Fukuoka-ken Fukuoka-shi Momochi,2
16452,Fukuoka-ken Fukuoka-shi Shiobaru,3
16453,Fukuoka-ken Fukuoka-shi Takatori,4
16454,Fukuoka-ken Fukuoka-shi Torikai,5
16455,Fukuoka-ken Itoshima-shi Maebarunishi,6
16456,Fukuoka-ken Kitakyūshū-shi None,7
16457,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16458,Fukuoka-ken Kurume-shi Jōnanmachi,9
16459,Fukuoka-ken Yame-shi Motomachi,10
16460,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16461,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16462,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16463,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16464,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16465,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16466,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16467,Hyōgo-ken Himeji-shi Yasuda,18
16468,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16469,Hyōgo-ken Kōbe-shi Kumoidōri,20
16470,Hyōgo-ken Kōbe-shi Motomachidōri,21
16471,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16472,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16473,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16474,Miyagi-ken Sendai-shi Kamisugi,25
16475,Niigata-ken Nagaoka-shi Ōtedōri,26
16476,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16477,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16478,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16479,Tōkyō-to Bunkyō-ku Kasuga,31
16480,Tōkyō-to Chiyoda-ku Kudanminami,33
16481,Tōkyō-to Chūō-ku Ginza,34
16482,Tōkyō-to Chūō-ku Tsukiji,35
16483,Tōkyō-to Itabashi-ku Itabashi,36
16484,Tōkyō-to Katsushika-ku Tateishi,37
16485,Tōkyō-to Kita-ku Ōjihonchō,38
16486,Tōkyō-to Koganei-shi Honchō,39
16487,Tōkyō-to Kōtō-ku Kameido,40
16488,Tōkyō-to Kōtō-ku Tōyō,41
16489,Tōkyō-to Machida-shi Morino,42
16490,Tōkyō-to Meguro-ku Kamimeguro,43
16491,Tōkyō-to Minato-ku Akasaka,44
16492,Tōkyō-to Minato-ku Roppongi,45
16493,Tōkyō-to Minato-ku Shibakōen,46
16494,Tōkyō-to Nakano-ku Nakano,47
16495,Tōkyō-to Nerima-ku Toyotamakita,48
16496,Tōkyō-to Setagaya-ku Okusawa,49
16497,Tōkyō-to Setagaya-ku Sangenjaya,50
16498,Tōkyō-to Setagaya-ku Setagaya,51
16499,Tōkyō-to Shibuya-ku Dōgenzaka,52
16500,Tōkyō-to Shibuya-ku Jingūmae,53
16501,Tōkyō-to Shibuya-ku Shibuya,54
16502,Tōkyō-to Shinagawa-ku Higashigotanda,55
16503,Tōkyō-to Shinagawa-ku Hiromachi,56
16504,Tōkyō-to Shinjuku-ku Kabukichō,57
16505,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16506,Tōkyō-to Suginami-ku Asagayaminami,59
16507,Tōkyō-to Tachikawa-shi Izumichō,60
16508,Tōkyō-to Taitō-ku Higashiueno,61
16509,Tōkyō-to Taitō-ku Kuramae,62
16510,Tōkyō-to Toshima-ku Higashiikebukuro,63
16511,Tōkyō-to Toshima-ku Mejiro,64
16512,Tōkyō-to Toshima-ku Minamiikebukuro,65
16513,Tōkyō-to Toshima-ku Nishiikebukuro,66
16514,Tōkyō-to Ōta-ku Kamata,67
16515,Tōkyō-to Ōta-ku Kamiikedai,68
16516,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16517,Ōsaka-fu Neyagawa-shi Honmachi,70
16518,Ōsaka-fu Ōsaka-shi Fuminosato,72
16519,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16520,Ōsaka-fu Ōsaka-shi Nakanochō,75
16521,Ōsaka-fu Ōsaka-shi Shinmachi,76
16522,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16523,Fukuoka-ken Fukuoka-shi Daimyō,0
16524,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16525,Fukuoka-ken Fukuoka-shi Momochi,2
16526,Fukuoka-ken Fukuoka-shi Shiobaru,3
16527,Fukuoka-ken Fukuoka-shi Takatori,4
16528,Fukuoka-ken Fukuoka-shi Torikai,5
16529,Fukuoka-ken Itoshima-shi Maebarunishi,6
16530,Fukuoka-ken Kitakyūshū-shi None,7
16531,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16532,Fukuoka-ken Kurume-shi Jōnanmachi,9
16533,Fukuoka-ken Yame-shi Motomachi,10
16534,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16535,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16536,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16537,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16538,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16539,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16540,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16541,Hyōgo-ken Himeji-shi Yasuda,18
16542,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16543,Hyōgo-ken Kōbe-shi Kumoidōri,20
16544,Hyōgo-ken Kōbe-shi Motomachidōri,21
16545,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16546,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16547,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16548,Miyagi-ken Sendai-shi Kamisugi,25
16549,Niigata-ken Nagaoka-shi Ōtedōri,26
16550,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16551,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16552,Shizuoka-ken Numazu-shi Miyukichō,29
16553,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16554,Tōkyō-to Bunkyō-ku Kasuga,31
16555,Tōkyō-to Bunkyō-ku Sendagi,32
16556,Tōkyō-to Chiyoda-ku Kudanminami,33
16557,Tōkyō-to Chūō-ku Ginza,34
16558,Tōkyō-to Chūō-ku Tsukiji,35
16559,Tōkyō-to Itabashi-ku Itabashi,36
16560,Tōkyō-to Katsushika-ku Tateishi,37
16561,Tōkyō-to Kita-ku Ōjihonchō,38
16562,Tōkyō-to Koganei-shi Honchō,39
16563,Tōkyō-to Kōtō-ku Kameido,40
16564,Tōkyō-to Kōtō-ku Tōyō,41
16565,Tōkyō-to Machida-shi Morino,42
16566,Tōkyō-to Meguro-ku Kamimeguro,43
16567,Tōkyō-to Minato-ku Akasaka,44
16568,Tōkyō-to Minato-ku Roppongi,45
16569,Tōkyō-to Minato-ku Shibakōen,46
16570,Tōkyō-to Nakano-ku Nakano,47
16571,Tōkyō-to Nerima-ku Toyotamakita,48
16572,Tōkyō-to Setagaya-ku Okusawa,49
16573,Tōkyō-to Setagaya-ku Sangenjaya,50
16574,Tōkyō-to Setagaya-ku Setagaya,51
16575,Tōkyō-to Shibuya-ku Dōgenzaka,52
16576,Tōkyō-to Shibuya-ku Jingūmae,53
16577,Tōkyō-to Shibuya-ku Shibuya,54
16578,Tōkyō-to Shinagawa-ku Higashigotanda,55
16579,Tōkyō-to Shinagawa-ku Hiromachi,56
16580,Tōkyō-to Shinjuku-ku Kabukichō,57
16581,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16582,Tōkyō-to Suginami-ku Asagayaminami,59
16583,Tōkyō-to Tachikawa-shi Izumichō,60
16584,Tōkyō-to Taitō-ku Higashiueno,61
16585,Tōkyō-to Taitō-ku Kuramae,62
16586,Tōkyō-to Toshima-ku Higashiikebukuro,63
16587,Tōkyō-to Toshima-ku Mejiro,64
16588,Tōkyō-to Toshima-ku Minamiikebukuro,65
16589,Tōkyō-to Toshima-ku Nishiikebukuro,66
16590,Tōkyō-to Ōta-ku Kamata,67
16591,Tōkyō-to Ōta-ku Kamiikedai,68
16592,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16593,Ōsaka-fu Neyagawa-shi Honmachi,70
16594,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16595,Ōsaka-fu Ōsaka-shi Fuminosato,72
16596,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16597,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16598,Ōsaka-fu Ōsaka-shi Nakanochō,75
16599,Ōsaka-fu Ōsaka-shi Shinmachi,76
16600,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16601,Fukuoka-ken Fukuoka-shi Daimyō,0
16602,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16603,Fukuoka-ken Fukuoka-shi Momochi,2
16604,Fukuoka-ken Fukuoka-shi Shiobaru,3
16605,Fukuoka-ken Fukuoka-shi Takatori,4
16606,Fukuoka-ken Fukuoka-shi Torikai,5
16607,Fukuoka-ken Itoshima-shi Maebarunishi,6
16608,Fukuoka-ken Kitakyūshū-shi None,7
16609,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16610,Fukuoka-ken Kurume-shi Jōnanmachi,9
16611,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16612,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16613,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16614,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16615,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16616,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16617,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16618,Hyōgo-ken Himeji-shi Yasuda,18
16619,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16620,Hyōgo-ken Kōbe-shi Kumoidōri,20
16621,Hyōgo-ken Kōbe-shi Motomachidōri,21
16622,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16623,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16624,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16625,Miyagi-ken Sendai-shi Kamisugi,25
16626,Niigata-ken Nagaoka-shi Ōtedōri,26
16627,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16628,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16629,Shizuoka-ken Numazu-shi Miyukichō,29
16630,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16631,Tōkyō-to Bunkyō-ku Kasuga,31
16632,Tōkyō-to Bunkyō-ku Sendagi,32
16633,Tōkyō-to Chiyoda-ku Kudanminami,33
16634,Tōkyō-to Chūō-ku Ginza,34
16635,Tōkyō-to Chūō-ku Tsukiji,35
16636,Tōkyō-to Itabashi-ku Itabashi,36
16637,Tōkyō-to Katsushika-ku Tateishi,37
16638,Tōkyō-to Kita-ku Ōjihonchō,38
16639,Tōkyō-to Koganei-shi Honchō,39
16640,Tōkyō-to Kōtō-ku Kameido,40
16641,Tōkyō-to Kōtō-ku Tōyō,41
16642,Tōkyō-to Machida-shi Morino,42
16643,Tōkyō-to Meguro-ku Kamimeguro,43
16644,Tōkyō-to Minato-ku Akasaka,44
16645,Tōkyō-to Minato-ku Roppongi,45
16646,Tōkyō-to Minato-ku Shibakōen,46
16647,Tōkyō-to Nakano-ku Nakano,47
16648,Tōkyō-to Nerima-ku Toyotamakita,48
16649,Tōkyō-to Setagaya-ku Okusawa,49
16650,Tōkyō-to Setagaya-ku Sangenjaya,50
16651,Tōkyō-to Setagaya-ku Setagaya,51
16652,Tōkyō-to Shibuya-ku Dōgenzaka,52
16653,Tōkyō-to Shibuya-ku Jingūmae,53
16654,Tōkyō-to Shibuya-ku Shibuya,54
16655,Tōkyō-to Shinagawa-ku Higashigotanda,55
16656,Tōkyō-to Shinagawa-ku Hiromachi,56
16657,Tōkyō-to Shinjuku-ku Kabukichō,57
16658,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16659,Tōkyō-to Suginami-ku Asagayaminami,59
16660,Tōkyō-to Tachikawa-shi Izumichō,60
16661,Tōkyō-to Taitō-ku Higashiueno,61
16662,Tōkyō-to Taitō-ku Kuramae,62
16663,Tōkyō-to Toshima-ku Higashiikebukuro,63
16664,Tōkyō-to Toshima-ku Mejiro,64
16665,Tōkyō-to Toshima-ku Minamiikebukuro,65
16666,Tōkyō-to Toshima-ku Nishiikebukuro,66
16667,Tōkyō-to Ōta-ku Kamata,67
16668,Tōkyō-to Ōta-ku Kamiikedai,68
16669,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16670,Ōsaka-fu Neyagawa-shi Honmachi,70
16671,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16672,Ōsaka-fu Ōsaka-shi Fuminosato,72
16673,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16674,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16675,Ōsaka-fu Ōsaka-shi Nakanochō,75
16676,Ōsaka-fu Ōsaka-shi Shinmachi,76
16677,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16678,Fukuoka-ken Fukuoka-shi Daimyō,0
16679,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16680,Fukuoka-ken Fukuoka-shi Momochi,2
16681,Fukuoka-ken Fukuoka-shi Shiobaru,3
16682,Fukuoka-ken Fukuoka-shi Takatori,4
16683,Fukuoka-ken Fukuoka-shi Torikai,5
16684,Fukuoka-ken Itoshima-shi Maebarunishi,6
16685,Fukuoka-ken Kitakyūshū-shi None,7
16686,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16687,Fukuoka-ken Kurume-shi Jōnanmachi,9
16688,Fukuoka-ken Yame-shi Motomachi,10
16689,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16690,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16691,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16692,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16693,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16694,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16695,Hyōgo-ken Himeji-shi Yasuda,18
16696,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16697,Hyōgo-ken Kōbe-shi Kumoidōri,20
16698,Hyōgo-ken Kōbe-shi Motomachidōri,21
16699,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16700,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16701,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16702,Miyagi-ken Sendai-shi Kamisugi,25
16703,Niigata-ken Nagaoka-shi Ōtedōri,26
16704,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16705,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16706,Shizuoka-ken Numazu-shi Miyukichō,29
16707,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16708,Tōkyō-to Bunkyō-ku Kasuga,31
16709,Tōkyō-to Bunkyō-ku Sendagi,32
16710,Tōkyō-to Chiyoda-ku Kudanminami,33
16711,Tōkyō-to Chūō-ku Ginza,34
16712,Tōkyō-to Chūō-ku Tsukiji,35
16713,Tōkyō-to Itabashi-ku Itabashi,36
16714,Tōkyō-to Katsushika-ku Tateishi,37
16715,Tōkyō-to Kita-ku Ōjihonchō,38
16716,Tōkyō-to Koganei-shi Honchō,39
16717,Tōkyō-to Kōtō-ku Kameido,40
16718,Tōkyō-to Kōtō-ku Tōyō,41
16719,Tōkyō-to Machida-shi Morino,42
16720,Tōkyō-to Meguro-ku Kamimeguro,43
16721,Tōkyō-to Minato-ku Akasaka,44
16722,Tōkyō-to Minato-ku Roppongi,45
16723,Tōkyō-to Minato-ku Shibakōen,46
16724,Tōkyō-to Nakano-ku Nakano,47
16725,Tōkyō-to Nerima-ku Toyotamakita,48
16726,Tōkyō-to Setagaya-ku Okusawa,49
16727,Tōkyō-to Setagaya-ku Sangenjaya,50
16728,Tōkyō-to Setagaya-ku Setagaya,51
16729,Tōkyō-to Shibuya-ku Dōgenzaka,52
16730,Tōkyō-to Shibuya-ku Jingūmae,53
16731,Tōkyō-to Shibuya-ku Shibuya,54
16732,Tōkyō-to Shinagawa-ku Higashigotanda,55
16733,Tōkyō-to Shinagawa-ku Hiromachi,56
16734,Tōkyō-to Shinjuku-ku Kabukichō,57
16735,Tōkyō-to Shinjuku-ku Nishishinjuku,58
16736,Tōkyō-to Suginami-ku Asagayaminami,59
16737,Tōkyō-to Tachikawa-shi Izumichō,60
16738,Tōkyō-to Taitō-ku Higashiueno,61
16739,Tōkyō-to Taitō-ku Kuramae,62
16740,Tōkyō-to Toshima-ku Higashiikebukuro,63
16741,Tōkyō-to Toshima-ku Mejiro,64
16742,Tōkyō-to Toshima-ku Minamiikebukuro,65
16743,Tōkyō-to Toshima-ku Nishiikebukuro,66
16744,Tōkyō-to Ōta-ku Kamata,67
16745,Tōkyō-to Ōta-ku Kamiikedai,68
16746,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
16747,Ōsaka-fu Neyagawa-shi Honmachi,70
16748,Ōsaka-fu Sakai-shi Minamikawaramachi,71
16749,Ōsaka-fu Ōsaka-shi Fuminosato,72
16750,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
16751,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
16752,Ōsaka-fu Ōsaka-shi Nakanochō,75
16753,Ōsaka-fu Ōsaka-shi Shinmachi,76
16754,Ōsaka-fu Ōsaka-shi Ōgimachi,77
16755,Fukuoka-ken Fukuoka-shi Daimyō,0
16756,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
16757,Fukuoka-ken Fukuoka-shi Momochi,2
16758,Fukuoka-ken Fukuoka-shi Shiobaru,3
16759,Fukuoka-ken Fukuoka-shi Takatori,4
16760,Fukuoka-ken Fukuoka-shi Torikai,5
16761,Fukuoka-ken Itoshima-shi Maebarunishi,6
16762,Fukuoka-ken Kitakyūshū-shi None,7
16763,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
16764,Fukuoka-ken Kurume-shi Jōnanmachi,9
16765,Fukuoka-ken Yame-shi Motomachi,10
16766,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
16767,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
16768,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
16769,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
16770,Hokkaidō Asahikawa-shi 6 Jōdōri,15
16771,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
16772,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
16773,Hyōgo-ken Himeji-shi Yasuda,18
16774,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
16775,Hyōgo-ken Kōbe-shi Kumoidōri,20
16776,Hyōgo-ken Kōbe-shi Motomachidōri,21
16777,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
16778,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
16779,Hyōgo-ken Takarazuka-shi Tōyōchō,24
16780,Miyagi-ken Sendai-shi Kamisugi,25
16781,Niigata-ken Nagaoka-shi Ōtedōri,26
16782,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
16783,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
16784,Shizuoka-ken Numazu-shi Miyukichō,29
16785,Shizuoka-ken Shizuoka-shi Ōtemachi,30
16786,Tōkyō-to Bunkyō-ku Kasuga,31
16787,Tōkyō-to Bunkyō-ku Sendagi,32
16788,Tōkyō-to Chiyoda-ku Kudanminami,33
16789,Tōkyō-to Chūō-ku Ginza,34
16790,Tōkyō-to Chūō-ku Tsukiji,35
16791,Tōkyō-to Itabashi-ku Itabashi,36
16792,Tōkyō-to Katsushika-ku Tateishi,37
16793,Tōkyō-to Kita-ku Ōjihonchō,38
16794,Tōkyō-to Koganei-shi Honchō,39
16795,Tōkyō-to Kōtō-ku Kameido,40
16796,Tōkyō-to Kōtō-ku Tōyō,41
16797,Tōkyō-to Machida-shi Morino,42
16798,Tōkyō-to Meguro-ku Kamimeguro,43
16799,Tōkyō-to Minato-ku Akasaka,44
16800,Tōkyō-to Minato-ku Roppongi,45
16801,Tōkyō-to Minato-ku Shibakōen,46
16802,Tōkyō-to Nakano-ku Nakano,47
16803,Tōkyō-to Nerima-ku Toyotamakita,48
16804,Tōkyō-to Setagaya-ku Okusawa,49
16805,Tōkyō-to Setagaya-ku Sangenjaya,50
16806,Tōkyō-to Setagaya-ku Setagaya,51
