,air_area_name,visitors,current_week
2673,Ōsaka-fu Higashiōsaka-shi Aramotokita,137,23
2674,Ōsaka-fu Higashiōsaka-shi Aramotokita,161,24
2675,Ōsaka-fu Higashiōsaka-shi Aramotokita,199,25
2676,Ōsaka-fu Higashiōsaka-shi Aramotokita,163,26
2677,Ōsaka-fu Higashiōsaka-shi Aramotokita,118,27
2678,Ōsaka-fu Higashiōsaka-shi Aramotokita,126,28
2679,Ōsaka-fu Higashiōsaka-shi Aramotokita,103,29
2680,Ōsaka-fu Higashiōsaka-shi Aramotokita,129,30
2681,Ōsaka-fu Higashiōsaka-shi Aramotokita,116,31
2682,Ōsaka-fu Higashiōsaka-shi Aramotokita,153,32
2683,Ōsaka-fu Higashiōsaka-shi Aramotokita,114,33
2684,Ōsaka-fu Higashiōsaka-shi Aramotokita,92,34
2685,Ōsaka-fu Higashiōsaka-shi Aramotokita,61,35
2686,Ōsaka-fu Higashiōsaka-shi Aramotokita,124,36
2687,Ōsaka-fu Higashiōsaka-shi Aramotokita,146,37
2688,Ōsaka-fu Higashiōsaka-shi Aramotokita,112,38
2689,Ōsaka-fu Higashiōsaka-shi Aramotokita,125,39
2690,Ōsaka-fu Higashiōsaka-shi Aramotokita,111,40
2691,Ōsaka-fu Higashiōsaka-shi Aramotokita,147,41
2692,Ōsaka-fu Higashiōsaka-shi Aramotokita,139,42
2693,Ōsaka-fu Higashiōsaka-shi Aramotokita,83,43
2694,Ōsaka-fu Higashiōsaka-shi Aramotokita,143,44
2695,Ōsaka-fu Higashiōsaka-shi Aramotokita,178,45
2696,Ōsaka-fu Higashiōsaka-shi Aramotokita,159,46
2697,Ōsaka-fu Higashiōsaka-shi Aramotokita,178,47
2698,Ōsaka-fu Higashiōsaka-shi Aramotokita,200,48
2699,Ōsaka-fu Higashiōsaka-shi Aramotokita,159,49
2700,Ōsaka-fu Higashiōsaka-shi Aramotokita,61,50
2701,Ōsaka-fu Higashiōsaka-shi Aramotokita,126,51
2702,Ōsaka-fu Higashiōsaka-shi Aramotokita,121,52
2703,Hokkaidō Sapporo-shi Kotoni 2 Jō,168,0
2704,Hokkaidō Sapporo-shi Kotoni 2 Jō,186,1
2705,Hokkaidō Sapporo-shi Kotoni 2 Jō,185,2
2706,Hokkaidō Sapporo-shi Kotoni 2 Jō,213,3
2707,Hokkaidō Sapporo-shi Kotoni 2 Jō,218,4
2708,Hokkaidō Sapporo-shi Kotoni 2 Jō,239,5
2709,Hokkaidō Sapporo-shi Kotoni 2 Jō,220,6
2710,Hokkaidō Sapporo-shi Kotoni 2 Jō,290,7
2711,Hokkaidō Sapporo-shi Kotoni 2 Jō,253,8
2712,Hokkaidō Sapporo-shi Kotoni 2 Jō,291,9
2713,Hokkaidō Sapporo-shi Kotoni 2 Jō,266,10
2714,Hokkaidō Sapporo-shi Kotoni 2 Jō,215,11
2715,Hokkaidō Sapporo-shi Kotoni 2 Jō,205,12
2716,Hokkaidō Sapporo-shi Kotoni 2 Jō,279,13
2717,Hokkaidō Sapporo-shi Kotoni 2 Jō,239,14
2718,Hokkaidō Sapporo-shi Kotoni 2 Jō,305,15
2719,Hokkaidō Sapporo-shi Kotoni 2 Jō,190,16
2720,Hokkaidō Sapporo-shi Kotoni 2 Jō,236,17
2721,Hokkaidō Sapporo-shi Kotoni 2 Jō,287,18
2722,Hokkaidō Sapporo-shi Kotoni 2 Jō,219,19
2723,Hokkaidō Sapporo-shi Kotoni 2 Jō,292,20
2724,Hokkaidō Sapporo-shi Kotoni 2 Jō,264,21
2725,Hokkaidō Sapporo-shi Kotoni 2 Jō,283,22
2726,Hokkaidō Sapporo-shi Kotoni 2 Jō,472,23
2727,Hokkaidō Sapporo-shi Kotoni 2 Jō,548,24
2728,Hokkaidō Sapporo-shi Kotoni 2 Jō,498,25
2729,Hokkaidō Sapporo-shi Kotoni 2 Jō,474,26
2730,Hokkaidō Sapporo-shi Kotoni 2 Jō,540,27
2731,Hokkaidō Sapporo-shi Kotoni 2 Jō,481,28
2732,Hokkaidō Sapporo-shi Kotoni 2 Jō,472,29
2733,Hokkaidō Sapporo-shi Kotoni 2 Jō,505,30
2734,Hokkaidō Sapporo-shi Kotoni 2 Jō,640,31
2735,Hokkaidō Sapporo-shi Kotoni 2 Jō,458,32
2736,Hokkaidō Sapporo-shi Kotoni 2 Jō,477,33
2737,Hokkaidō Sapporo-shi Kotoni 2 Jō,422,34
2738,Hokkaidō Sapporo-shi Kotoni 2 Jō,541,35
2739,Hokkaidō Sapporo-shi Kotoni 2 Jō,490,36
2740,Hokkaidō Sapporo-shi Kotoni 2 Jō,546,37
2741,Hokkaidō Sapporo-shi Kotoni 2 Jō,491,38
2742,Hokkaidō Sapporo-shi Kotoni 2 Jō,448,39
2743,Hokkaidō Sapporo-shi Kotoni 2 Jō,359,40
2744,Hokkaidō Sapporo-shi Kotoni 2 Jō,491,41
2745,Hokkaidō Sapporo-shi Kotoni 2 Jō,392,42
2746,Hokkaidō Sapporo-shi Kotoni 2 Jō,398,43
2747,Hokkaidō Sapporo-shi Kotoni 2 Jō,441,44
2748,Hokkaidō Sapporo-shi Kotoni 2 Jō,305,45
2749,Hokkaidō Sapporo-shi Kotoni 2 Jō,397,46
2750,Hokkaidō Sapporo-shi Kotoni 2 Jō,408,47
2751,Hokkaidō Sapporo-shi Kotoni 2 Jō,425,48
2752,Hokkaidō Sapporo-shi Kotoni 2 Jō,583,49
2753,Hokkaidō Sapporo-shi Kotoni 2 Jō,345,50
2754,Hokkaidō Sapporo-shi Kotoni 2 Jō,333,51
2755,Hokkaidō Sapporo-shi Kotoni 2 Jō,463,52
2756,Tōkyō-to Itabashi-ku Itabashi,486,0
2757,Tōkyō-to Itabashi-ku Itabashi,428,1
2758,Tōkyō-to Itabashi-ku Itabashi,459,2
2759,Tōkyō-to Itabashi-ku Itabashi,512,3
2760,Tōkyō-to Itabashi-ku Itabashi,533,4
2761,Tōkyō-to Itabashi-ku Itabashi,584,5
2762,Tōkyō-to Itabashi-ku Itabashi,627,6
2763,Tōkyō-to Itabashi-ku Itabashi,538,7
2764,Tōkyō-to Itabashi-ku Itabashi,488,8
2765,Tōkyō-to Itabashi-ku Itabashi,500,9
2766,Tōkyō-to Itabashi-ku Itabashi,590,10
2767,Tōkyō-to Itabashi-ku Itabashi,530,11
2768,Tōkyō-to Itabashi-ku Itabashi,437,12
2769,Tōkyō-to Itabashi-ku Itabashi,406,13
2770,Tōkyō-to Itabashi-ku Itabashi,477,14
2771,Tōkyō-to Itabashi-ku Itabashi,419,15
2772,Tōkyō-to Itabashi-ku Itabashi,463,16
2773,Tōkyō-to Itabashi-ku Itabashi,379,17
2774,Tōkyō-to Itabashi-ku Itabashi,495,18
2775,Tōkyō-to Itabashi-ku Itabashi,357,19
2776,Tōkyō-to Itabashi-ku Itabashi,311,20
2777,Tōkyō-to Itabashi-ku Itabashi,317,21
2778,Tōkyō-to Itabashi-ku Itabashi,365,22
2779,Tōkyō-to Itabashi-ku Itabashi,515,23
2780,Tōkyō-to Itabashi-ku Itabashi,742,24
2781,Tōkyō-to Itabashi-ku Itabashi,655,25
2782,Tōkyō-to Itabashi-ku Itabashi,684,26
2783,Tōkyō-to Itabashi-ku Itabashi,665,27
2784,Tōkyō-to Itabashi-ku Itabashi,481,28
2785,Tōkyō-to Itabashi-ku Itabashi,460,29
2786,Tōkyō-to Itabashi-ku Itabashi,485,30
2787,Tōkyō-to Itabashi-ku Itabashi,566,31
2788,Tōkyō-to Itabashi-ku Itabashi,563,32
2789,Tōkyō-to Itabashi-ku Itabashi,518,33
2790,Tōkyō-to Itabashi-ku Itabashi,587,34
2791,Tōkyō-to Itabashi-ku Itabashi,573,35
2792,Tōkyō-to Itabashi-ku Itabashi,642,36
2793,Tōkyō-to Itabashi-ku Itabashi,640,37
2794,Tōkyō-to Itabashi-ku Itabashi,568,38
2795,Tōkyō-to Itabashi-ku Itabashi,662,39
2796,Tōkyō-to Itabashi-ku Itabashi,592,40
2797,Tōkyō-to Itabashi-ku Itabashi,589,41
2798,Tōkyō-to Itabashi-ku Itabashi,640,42
2799,Tōkyō-to Itabashi-ku Itabashi,590,43
2800,Tōkyō-to Itabashi-ku Itabashi,654,44
2801,Tōkyō-to Itabashi-ku Itabashi,617,45
2802,Tōkyō-to Itabashi-ku Itabashi,510,46
2803,Tōkyō-to Itabashi-ku Itabashi,600,47
2804,Tōkyō-to Itabashi-ku Itabashi,683,48
2805,Tōkyō-to Itabashi-ku Itabashi,346,49
2806,Tōkyō-to Itabashi-ku Itabashi,317,50
2807,Tōkyō-to Itabashi-ku Itabashi,537,51
2808,Tōkyō-to Itabashi-ku Itabashi,599,52
2809,Hyōgo-ken Kōbe-shi Motomachidōri,165,0
2810,Hyōgo-ken Kōbe-shi Motomachidōri,173,1
2811,Hyōgo-ken Kōbe-shi Motomachidōri,152,2
2812,Hyōgo-ken Kōbe-shi Motomachidōri,188,3
2813,Hyōgo-ken Kōbe-shi Motomachidōri,184,4
2814,Hyōgo-ken Kōbe-shi Motomachidōri,195,5
2815,Hyōgo-ken Kōbe-shi Motomachidōri,127,6
2816,Hyōgo-ken Kōbe-shi Motomachidōri,148,7
2817,Hyōgo-ken Kōbe-shi Motomachidōri,190,8
2818,Hyōgo-ken Kōbe-shi Motomachidōri,191,9
2819,Hyōgo-ken Kōbe-shi Motomachidōri,181,10
2820,Hyōgo-ken Kōbe-shi Motomachidōri,117,11
2821,Hyōgo-ken Kōbe-shi Motomachidōri,186,12
2822,Hyōgo-ken Kōbe-shi Motomachidōri,207,13
2823,Hyōgo-ken Kōbe-shi Motomachidōri,229,14
2824,Hyōgo-ken Kōbe-shi Motomachidōri,224,15
2825,Hyōgo-ken Kōbe-shi Motomachidōri,176,16
2826,Hyōgo-ken Kōbe-shi Motomachidōri,197,17
2827,Hyōgo-ken Kōbe-shi Motomachidōri,194,18
2828,Hyōgo-ken Kōbe-shi Motomachidōri,180,19
2829,Hyōgo-ken Kōbe-shi Motomachidōri,203,20
2830,Hyōgo-ken Kōbe-shi Motomachidōri,193,21
2831,Hyōgo-ken Kōbe-shi Motomachidōri,248,22
2832,Hyōgo-ken Kōbe-shi Motomachidōri,237,23
2833,Hyōgo-ken Kōbe-shi Motomachidōri,295,24
2834,Hyōgo-ken Kōbe-shi Motomachidōri,479,25
2835,Hyōgo-ken Kōbe-shi Motomachidōri,447,26
2836,Hyōgo-ken Kōbe-shi Motomachidōri,400,27
2837,Hyōgo-ken Kōbe-shi Motomachidōri,400,28
2838,Hyōgo-ken Kōbe-shi Motomachidōri,428,29
2839,Hyōgo-ken Kōbe-shi Motomachidōri,366,30
2840,Hyōgo-ken Kōbe-shi Motomachidōri,348,31
2841,Hyōgo-ken Kōbe-shi Motomachidōri,319,32
2842,Hyōgo-ken Kōbe-shi Motomachidōri,330,33
2843,Hyōgo-ken Kōbe-shi Motomachidōri,290,34
2844,Hyōgo-ken Kōbe-shi Motomachidōri,330,35
2845,Hyōgo-ken Kōbe-shi Motomachidōri,251,36
2846,Hyōgo-ken Kōbe-shi Motomachidōri,288,37
2847,Hyōgo-ken Kōbe-shi Motomachidōri,333,38
2848,Hyōgo-ken Kōbe-shi Motomachidōri,337,39
2849,Hyōgo-ken Kōbe-shi Motomachidōri,365,40
2850,Hyōgo-ken Kōbe-shi Motomachidōri,303,41
2851,Hyōgo-ken Kōbe-shi Motomachidōri,291,42
2852,Hyōgo-ken Kōbe-shi Motomachidōri,349,43
2853,Hyōgo-ken Kōbe-shi Motomachidōri,319,44
2854,Hyōgo-ken Kōbe-shi Motomachidōri,299,45
2855,Hyōgo-ken Kōbe-shi Motomachidōri,341,46
2856,Hyōgo-ken Kōbe-shi Motomachidōri,385,47
2857,Hyōgo-ken Kōbe-shi Motomachidōri,435,48
2858,Hyōgo-ken Kōbe-shi Motomachidōri,328,49
2859,Hyōgo-ken Kōbe-shi Motomachidōri,357,50
2860,Hyōgo-ken Kōbe-shi Motomachidōri,220,51
2861,Hyōgo-ken Kōbe-shi Motomachidōri,282,52
2862,Tōkyō-to Machida-shi Morino,220,0
2863,Tōkyō-to Machida-shi Morino,271,1
2864,Tōkyō-to Machida-shi Morino,180,2
2865,Tōkyō-to Machida-shi Morino,267,3
2866,Tōkyō-to Machida-shi Morino,254,4
2867,Tōkyō-to Machida-shi Morino,296,5
2868,Tōkyō-to Machida-shi Morino,252,6
2869,Tōkyō-to Machida-shi Morino,268,7
2870,Tōkyō-to Machida-shi Morino,308,8
2871,Tōkyō-to Machida-shi Morino,279,9
2872,Tōkyō-to Machida-shi Morino,303,10
2873,Tōkyō-to Machida-shi Morino,244,11
2874,Tōkyō-to Machida-shi Morino,303,12
2875,Tōkyō-to Machida-shi Morino,289,13
2876,Tōkyō-to Machida-shi Morino,314,14
2877,Tōkyō-to Machida-shi Morino,277,15
2878,Tōkyō-to Machida-shi Morino,219,16
2879,Tōkyō-to Machida-shi Morino,328,17
2880,Tōkyō-to Machida-shi Morino,287,18
2881,Tōkyō-to Machida-shi Morino,277,19
2882,Tōkyō-to Machida-shi Morino,333,20
2883,Tōkyō-to Machida-shi Morino,319,21
2884,Tōkyō-to Machida-shi Morino,337,22
2885,Tōkyō-to Machida-shi Morino,443,23
2886,Tōkyō-to Machida-shi Morino,391,24
2887,Tōkyō-to Machida-shi Morino,453,25
2888,Tōkyō-to Machida-shi Morino,414,26
2889,Tōkyō-to Machida-shi Morino,457,27
2890,Tōkyō-to Machida-shi Morino,396,28
2891,Tōkyō-to Machida-shi Morino,454,29
2892,Tōkyō-to Machida-shi Morino,420,30
2893,Tōkyō-to Machida-shi Morino,426,31
2894,Tōkyō-to Machida-shi Morino,371,32
2895,Tōkyō-to Machida-shi Morino,405,33
2896,Tōkyō-to Machida-shi Morino,415,34
2897,Tōkyō-to Machida-shi Morino,422,35
2898,Tōkyō-to Machida-shi Morino,430,36
2899,Tōkyō-to Machida-shi Morino,416,37
2900,Tōkyō-to Machida-shi Morino,369,38
2901,Tōkyō-to Machida-shi Morino,411,39
2902,Tōkyō-to Machida-shi Morino,506,40
2903,Tōkyō-to Machida-shi Morino,464,41
2904,Tōkyō-to Machida-shi Morino,360,42
2905,Tōkyō-to Machida-shi Morino,367,43
2906,Tōkyō-to Machida-shi Morino,463,44
2907,Tōkyō-to Machida-shi Morino,404,45
2908,Tōkyō-to Machida-shi Morino,412,46
2909,Tōkyō-to Machida-shi Morino,518,47
2910,Tōkyō-to Machida-shi Morino,525,48
2911,Tōkyō-to Machida-shi Morino,509,49
2912,Tōkyō-to Machida-shi Morino,127,50
2913,Tōkyō-to Machida-shi Morino,306,51
2914,Tōkyō-to Machida-shi Morino,345,52
2915,Fukuoka-ken Itoshima-shi Maebarunishi,44,0
2916,Fukuoka-ken Itoshima-shi Maebarunishi,85,1
2917,Fukuoka-ken Itoshima-shi Maebarunishi,87,2
2918,Fukuoka-ken Itoshima-shi Maebarunishi,119,3
2919,Fukuoka-ken Itoshima-shi Maebarunishi,102,4
2920,Fukuoka-ken Itoshima-shi Maebarunishi,74,5
2921,Fukuoka-ken Itoshima-shi Maebarunishi,69,6
2922,Fukuoka-ken Itoshima-shi Maebarunishi,80,7
2923,Fukuoka-ken Itoshima-shi Maebarunishi,164,8
2924,Fukuoka-ken Itoshima-shi Maebarunishi,112,9
2925,Fukuoka-ken Itoshima-shi Maebarunishi,118,10
2926,Fukuoka-ken Itoshima-shi Maebarunishi,73,11
2927,Fukuoka-ken Itoshima-shi Maebarunishi,72,12
2928,Fukuoka-ken Itoshima-shi Maebarunishi,56,13
2929,Fukuoka-ken Itoshima-shi Maebarunishi,165,14
2930,Fukuoka-ken Itoshima-shi Maebarunishi,208,15
2931,Fukuoka-ken Itoshima-shi Maebarunishi,71,16
2932,Fukuoka-ken Itoshima-shi Maebarunishi,91,17
2933,Fukuoka-ken Itoshima-shi Maebarunishi,62,18
2934,Fukuoka-ken Itoshima-shi Maebarunishi,45,19
2935,Fukuoka-ken Itoshima-shi Maebarunishi,75,20
2936,Fukuoka-ken Itoshima-shi Maebarunishi,86,21
2937,Fukuoka-ken Itoshima-shi Maebarunishi,63,22
2938,Fukuoka-ken Itoshima-shi Maebarunishi,473,23
2939,Fukuoka-ken Itoshima-shi Maebarunishi,792,24
2940,Fukuoka-ken Itoshima-shi Maebarunishi,1006,25
2941,Fukuoka-ken Itoshima-shi Maebarunishi,977,26
2942,Fukuoka-ken Itoshima-shi Maebarunishi,908,27
2943,Fukuoka-ken Itoshima-shi Maebarunishi,867,28
2944,Fukuoka-ken Itoshima-shi Maebarunishi,1193,29
2945,Fukuoka-ken Itoshima-shi Maebarunishi,1033,30
2946,Fukuoka-ken Itoshima-shi Maebarunishi,779,31
2947,Fukuoka-ken Itoshima-shi Maebarunishi,641,32
2948,Fukuoka-ken Itoshima-shi Maebarunishi,772,33
2949,Fukuoka-ken Itoshima-shi Maebarunishi,670,34
2950,Fukuoka-ken Itoshima-shi Maebarunishi,983,35
2951,Fukuoka-ken Itoshima-shi Maebarunishi,620,36
2952,Fukuoka-ken Itoshima-shi Maebarunishi,808,37
2953,Fukuoka-ken Itoshima-shi Maebarunishi,837,38
2954,Fukuoka-ken Itoshima-shi Maebarunishi,672,39
2955,Fukuoka-ken Itoshima-shi Maebarunishi,773,40
2956,Fukuoka-ken Itoshima-shi Maebarunishi,761,41
2957,Fukuoka-ken Itoshima-shi Maebarunishi,603,42
2958,Fukuoka-ken Itoshima-shi Maebarunishi,735,43
2959,Fukuoka-ken Itoshima-shi Maebarunishi,817,44
2960,Fukuoka-ken Itoshima-shi Maebarunishi,667,45
2961,Fukuoka-ken Itoshima-shi Maebarunishi,739,46
2962,Fukuoka-ken Itoshima-shi Maebarunishi,707,47
2963,Fukuoka-ken Itoshima-shi Maebarunishi,779,48
2964,Fukuoka-ken Itoshima-shi Maebarunishi,483,49
2965,Fukuoka-ken Itoshima-shi Maebarunishi,637,50
2966,Fukuoka-ken Itoshima-shi Maebarunishi,672,51
2967,Fukuoka-ken Itoshima-shi Maebarunishi,646,52
2968,Fukuoka-ken Yame-shi Motomachi,117,0
2969,Fukuoka-ken Yame-shi Motomachi,139,1
2970,Fukuoka-ken Yame-shi Motomachi,129,2
2971,Fukuoka-ken Yame-shi Motomachi,180,3
2972,Fukuoka-ken Yame-shi Motomachi,163,4
2973,Fukuoka-ken Yame-shi Motomachi,154,5
2974,Fukuoka-ken Yame-shi Motomachi,131,6
2975,Fukuoka-ken Yame-shi Motomachi,142,7
2976,Fukuoka-ken Yame-shi Motomachi,119,8
2977,Fukuoka-ken Yame-shi Motomachi,144,9
2978,Fukuoka-ken Yame-shi Motomachi,149,10
2979,Fukuoka-ken Yame-shi Motomachi,173,11
2980,Fukuoka-ken Yame-shi Motomachi,161,12
2981,Fukuoka-ken Yame-shi Motomachi,136,13
2982,Fukuoka-ken Yame-shi Motomachi,155,14
2983,Fukuoka-ken Yame-shi Motomachi,135,15
2984,Fukuoka-ken Yame-shi Motomachi,123,16
2985,Fukuoka-ken Yame-shi Motomachi,105,17
2986,Fukuoka-ken Yame-shi Motomachi,137,18
2987,Fukuoka-ken Yame-shi Motomachi,164,19
2988,Fukuoka-ken Yame-shi Motomachi,166,20
2989,Fukuoka-ken Yame-shi Motomachi,134,21
2990,Fukuoka-ken Yame-shi Motomachi,119,22
2991,Fukuoka-ken Yame-shi Motomachi,175,23
2992,Fukuoka-ken Yame-shi Motomachi,197,24
2993,Fukuoka-ken Yame-shi Motomachi,265,25
2994,Fukuoka-ken Yame-shi Motomachi,255,26
2995,Fukuoka-ken Yame-shi Motomachi,228,27
2996,Fukuoka-ken Yame-shi Motomachi,240,28
2997,Fukuoka-ken Yame-shi Motomachi,242,29
2998,Fukuoka-ken Yame-shi Motomachi,224,30
2999,Fukuoka-ken Yame-shi Motomachi,185,31
3000,Fukuoka-ken Yame-shi Motomachi,139,32
3001,Fukuoka-ken Yame-shi Motomachi,147,33
3002,Fukuoka-ken Yame-shi Motomachi,220,34
3003,Fukuoka-ken Yame-shi Motomachi,257,35
3004,Fukuoka-ken Yame-shi Motomachi,166,36
3005,Fukuoka-ken Yame-shi Motomachi,231,37
3006,Fukuoka-ken Yame-shi Motomachi,185,38
3007,Fukuoka-ken Yame-shi Motomachi,192,39
3008,Fukuoka-ken Yame-shi Motomachi,179,40
3009,Fukuoka-ken Yame-shi Motomachi,206,41
3010,Fukuoka-ken Yame-shi Motomachi,163,42
3011,Fukuoka-ken Yame-shi Motomachi,149,43
3012,Fukuoka-ken Yame-shi Motomachi,170,44
3013,Fukuoka-ken Yame-shi Motomachi,221,45
3014,Fukuoka-ken Yame-shi Motomachi,201,46
3015,Fukuoka-ken Yame-shi Motomachi,251,47
3016,Fukuoka-ken Yame-shi Motomachi,201,48
3017,Fukuoka-ken Yame-shi Motomachi,104,49
3018,Fukuoka-ken Yame-shi Motomachi,212,50
3019,Fukuoka-ken Yame-shi Motomachi,213,51
3020,Fukuoka-ken Yame-shi Motomachi,182,52
3021,Fukuoka-ken Fukuoka-shi Momochi,445,0
3022,Fukuoka-ken Fukuoka-shi Momochi,465,1
3023,Fukuoka-ken Fukuoka-shi Momochi,475,2
3024,Fukuoka-ken Fukuoka-shi Momochi,468,3
3025,Fukuoka-ken Fukuoka-shi Momochi,477,4
3026,Fukuoka-ken Fukuoka-shi Momochi,489,5
3027,Fukuoka-ken Fukuoka-shi Momochi,513,6
3028,Fukuoka-ken Fukuoka-shi Momochi,512,7
3029,Fukuoka-ken Fukuoka-shi Momochi,491,8
3030,Fukuoka-ken Fukuoka-shi Momochi,468,9
3031,Fukuoka-ken Fukuoka-shi Momochi,476,10
3032,Fukuoka-ken Fukuoka-shi Momochi,480,11
3033,Fukuoka-ken Fukuoka-shi Momochi,459,12
3034,Fukuoka-ken Fukuoka-shi Momochi,468,13
3035,Fukuoka-ken Fukuoka-shi Momochi,454,14
3036,Fukuoka-ken Fukuoka-shi Momochi,422,15
3037,Fukuoka-ken Fukuoka-shi Momochi,418,16
3038,Fukuoka-ken Fukuoka-shi Momochi,433,17
3039,Fukuoka-ken Fukuoka-shi Momochi,473,18
3040,Fukuoka-ken Fukuoka-shi Momochi,472,19
3041,Fukuoka-ken Fukuoka-shi Momochi,432,20
3042,Fukuoka-ken Fukuoka-shi Momochi,448,21
3043,Fukuoka-ken Fukuoka-shi Momochi,453,22
3044,Fukuoka-ken Fukuoka-shi Momochi,753,23
3045,Fukuoka-ken Fukuoka-shi Momochi,786,24
3046,Fukuoka-ken Fukuoka-shi Momochi,819,25
3047,Fukuoka-ken Fukuoka-shi Momochi,878,26
3048,Fukuoka-ken Fukuoka-shi Momochi,899,27
3049,Fukuoka-ken Fukuoka-shi Momochi,904,28
3050,Fukuoka-ken Fukuoka-shi Momochi,1012,29
3051,Fukuoka-ken Fukuoka-shi Momochi,966,30
3052,Fukuoka-ken Fukuoka-shi Momochi,891,31
3053,Fukuoka-ken Fukuoka-shi Momochi,743,32
3054,Fukuoka-ken Fukuoka-shi Momochi,826,33
3055,Fukuoka-ken Fukuoka-shi Momochi,785,34
3056,Fukuoka-ken Fukuoka-shi Momochi,778,35
3057,Fukuoka-ken Fukuoka-shi Momochi,718,36
3058,Fukuoka-ken Fukuoka-shi Momochi,769,37
3059,Fukuoka-ken Fukuoka-shi Momochi,855,38
3060,Fukuoka-ken Fukuoka-shi Momochi,765,39
3061,Fukuoka-ken Fukuoka-shi Momochi,722,40
3062,Fukuoka-ken Fukuoka-shi Momochi,828,41
3063,Fukuoka-ken Fukuoka-shi Momochi,710,42
3064,Fukuoka-ken Fukuoka-shi Momochi,781,43
3065,Fukuoka-ken Fukuoka-shi Momochi,750,44
3066,Fukuoka-ken Fukuoka-shi Momochi,712,45
3067,Fukuoka-ken Fukuoka-shi Momochi,834,46
3068,Fukuoka-ken Fukuoka-shi Momochi,820,47
3069,Fukuoka-ken Fukuoka-shi Momochi,811,48
3070,Fukuoka-ken Fukuoka-shi Momochi,647,49
3071,Fukuoka-ken Fukuoka-shi Momochi,704,50
3072,Fukuoka-ken Fukuoka-shi Momochi,670,51
3073,Fukuoka-ken Fukuoka-shi Momochi,649,52
3074,Niigata-ken Nagaoka-shi Ōtedōri,51,0
3075,Niigata-ken Nagaoka-shi Ōtedōri,25,1
3076,Niigata-ken Nagaoka-shi Ōtedōri,53,2
3077,Niigata-ken Nagaoka-shi Ōtedōri,93,3
3078,Niigata-ken Nagaoka-shi Ōtedōri,97,4
3079,Niigata-ken Nagaoka-shi Ōtedōri,92,5
3080,Niigata-ken Nagaoka-shi Ōtedōri,58,6
3081,Niigata-ken Nagaoka-shi Ōtedōri,65,7
3082,Niigata-ken Nagaoka-shi Ōtedōri,75,8
3083,Niigata-ken Nagaoka-shi Ōtedōri,142,9
3084,Niigata-ken Nagaoka-shi Ōtedōri,81,10
3085,Niigata-ken Nagaoka-shi Ōtedōri,112,11
3086,Niigata-ken Nagaoka-shi Ōtedōri,90,12
3087,Niigata-ken Nagaoka-shi Ōtedōri,55,13
3088,Niigata-ken Nagaoka-shi Ōtedōri,94,14
3089,Niigata-ken Nagaoka-shi Ōtedōri,122,15
3090,Niigata-ken Nagaoka-shi Ōtedōri,94,16
3091,Niigata-ken Nagaoka-shi Ōtedōri,96,17
3092,Niigata-ken Nagaoka-shi Ōtedōri,64,18
3093,Niigata-ken Nagaoka-shi Ōtedōri,68,19
3094,Niigata-ken Nagaoka-shi Ōtedōri,72,20
3095,Niigata-ken Nagaoka-shi Ōtedōri,59,21
3096,Niigata-ken Nagaoka-shi Ōtedōri,80,22
3097,Niigata-ken Nagaoka-shi Ōtedōri,255,23
3098,Niigata-ken Nagaoka-shi Ōtedōri,406,24
3099,Niigata-ken Nagaoka-shi Ōtedōri,418,25
3100,Niigata-ken Nagaoka-shi Ōtedōri,360,26
3101,Niigata-ken Nagaoka-shi Ōtedōri,408,27
3102,Niigata-ken Nagaoka-shi Ōtedōri,332,28
3103,Niigata-ken Nagaoka-shi Ōtedōri,437,29
3104,Niigata-ken Nagaoka-shi Ōtedōri,349,30
3105,Niigata-ken Nagaoka-shi Ōtedōri,291,31
3106,Niigata-ken Nagaoka-shi Ōtedōri,359,32
3107,Niigata-ken Nagaoka-shi Ōtedōri,328,33
3108,Niigata-ken Nagaoka-shi Ōtedōri,332,34
3109,Niigata-ken Nagaoka-shi Ōtedōri,433,35
3110,Niigata-ken Nagaoka-shi Ōtedōri,381,36
3111,Niigata-ken Nagaoka-shi Ōtedōri,367,37
3112,Niigata-ken Nagaoka-shi Ōtedōri,353,38
3113,Niigata-ken Nagaoka-shi Ōtedōri,394,39
3114,Niigata-ken Nagaoka-shi Ōtedōri,413,40
3115,Niigata-ken Nagaoka-shi Ōtedōri,389,41
3116,Niigata-ken Nagaoka-shi Ōtedōri,333,42
3117,Niigata-ken Nagaoka-shi Ōtedōri,316,43
3118,Niigata-ken Nagaoka-shi Ōtedōri,458,44
3119,Niigata-ken Nagaoka-shi Ōtedōri,420,45
3120,Niigata-ken Nagaoka-shi Ōtedōri,496,46
3121,Niigata-ken Nagaoka-shi Ōtedōri,517,47
3122,Niigata-ken Nagaoka-shi Ōtedōri,472,48
3123,Niigata-ken Nagaoka-shi Ōtedōri,538,49
3124,Niigata-ken Nagaoka-shi Ōtedōri,386,50
3125,Niigata-ken Nagaoka-shi Ōtedōri,338,51
3126,Niigata-ken Nagaoka-shi Ōtedōri,308,52
3127,Tōkyō-to Koganei-shi Honchō,265,0
3128,Tōkyō-to Koganei-shi Honchō,243,1
3129,Tōkyō-to Koganei-shi Honchō,245,2
3130,Tōkyō-to Koganei-shi Honchō,293,3
3131,Tōkyō-to Koganei-shi Honchō,250,4
3132,Tōkyō-to Koganei-shi Honchō,305,5
